idx|::|node_id|::|title|::|authors|::|date|::|arxiv_uri
581|::|9505433|::|Single-top-quark production via q qbar -> t bbar|::|T. Stelzer;S. Willenbrock|::|1995-05-31T13:12:47+00:00|::|http://arxiv.org/abs/hep-ph/9505433v1
582|::|9507237|::|An Algorithm to Compute Born Scattering Amplitudes without Feynman Graphs|::|F. Caravaglios;M. Moretti|::|1995-07-05T20:43:07+00:00|::|http://arxiv.org/abs/hep-ph/9507237v1
583|::|9510300|::|Transverse Polarization of Top Quark Pairs at the Tevatron and the Large Hadron Collider|::|Werner Bernreuther;Arnd Brandenburg;Peter Uwer|::|1995-10-16T10:36:22+00:00|::|http://arxiv.org/abs/hep-ph/9510300v1
584|::|9511260|::|Probing the Chromoelectric and Chromomagnetic dipole moments of the Top quark at Hadronic Colliders|::|Kingman Cheung|::|1995-11-07T19:23:50+00:00|::|http://arxiv.org/abs/hep-ph/9511260v2
585|::|9511449|::|QCD Corrections to W Boson plus Heavy Quark Production at the Tevatron|::|Walter T. Giele;Stephane Keller;Eric Laenen|::|1995-11-29T10:00:45+00:00|::|http://arxiv.org/abs/hep-ph/9511449v1
586|::|9512417|::|On the Observation of Top Spin Correlation Effect at Tevatron|::|Darwin Chang;Shih-Chang Lee;Alexei Soumarokov|::|1995-12-25T08:28:35+00:00|::|http://arxiv.org/abs/hep-ph/9512417v1
587|::|9602208|::|The Top Cross Section in Hadronic Collisions|::|S. Catani;M. L. Mangano;P. Nason;L. Trentadue|::|1996-02-01T17:41:02+00:00|::|http://arxiv.org/abs/hep-ph/9602208v2
588|::|9603333|::|Spin-Spin Correlations of Top Quark Pairs at Hadron Colliders|::|Arnd Brandenburg|::|1996-03-18T16:40:41+00:00|::|http://arxiv.org/abs/hep-ph/9603333v1
589|::|9603435|::|Yukawa Corrections to Top Quark Production at the LHC in Two- Higgs-Doublet Models|::|Hong-Yi Zhou;Chong-Sheng Li;Yu-Ping Kuang|::|1996-03-31T02:22:00+00:00|::|http://arxiv.org/abs/hep-ph/9603435v1
590|::|9603441|::|Supersymmetric three-body decays of the Top Quark in the MSSM|::|Jaume Guasch;Joan Sola|::|1996-03-29T20:55:31+00:00|::|http://arxiv.org/abs/hep-ph/9603441v2
591|::|9603442|::|Top-squark mixing effects in the supersymmetric electroweak corrections to top quark production at the Tevatron|::|Jin Min Yang;Chong Sheng Li|::|1996-03-30T05:32:47+00:00|::|http://arxiv.org/abs/hep-ph/9603442v1
592|::|9604351|::|The Resummation of Soft Gluon in Hadronic Collisions|::|S. Catani;M. L. Mangano;P. Nason;L. Trentadue|::|1996-04-18T10:45:17+00:00|::|http://arxiv.org/abs/hep-ph/9604351v2
593|::|9605345|::|CP Nonconservation in $p\bar p\to t\bar b X$ at the Tevatron|::|David Atwood;Shaouly Bar-Shalom;Gad Eilam;Amarjit Soni|::|1996-05-17T19:38:14+00:00|::|http://arxiv.org/abs/hep-ph/9605345v2
594|::|9605369|::|Soft Gluon Radiation in Top Events: Effect of Hadronic $W$ Decays|::|B. Masuda;L. H. Orr;W. J. Stirling|::|1996-05-21T19:36:42+00:00|::|http://arxiv.org/abs/hep-ph/9605369v1
595|::|9605419|::|Enhanced Supersymmetric Corrections to Top-Quark Production at the Tevatron|::|J. Kim;J. Lopez;D. Nanopoulos;R. Rangarajan|::|1996-05-28T14:32:13+00:00|::|http://arxiv.org/abs/hep-ph/9605419v2
596|::|9606231|::|Searching for $t \to c g$ at the Fermilab Tevatron|::|T. Han;K. Whisnant;B. -L. Young;X. Zhang|::|1996-06-04T20:54:07+00:00|::|http://arxiv.org/abs/hep-ph/9606231v1
597|::|9607466|::|One Loop Supersymmetric QCD Radiative Corrections to the top quark production in $p\bar{p}$ collisions|::|S. Alam;K. Hagiwara;S. Matsumoto|::|1996-07-30T09:37:32+00:00|::|http://arxiv.org/abs/hep-ph/9607466v2
598|::|9608269|::|Coloron Phenomenology|::|E. H. Simmons|::|1996-08-08T15:32:12+00:00|::|http://arxiv.org/abs/hep-ph/9608269v2
599|::|9608415|::|$R$-parity-Violating Supersymmetric Yukawa Couplings: A Mini-review|::|Gautam Bhattacharyya|::|1996-08-22T17:34:05+00:00|::|http://arxiv.org/abs/hep-ph/9608415v2
600|::|9608460|::|Yukawa Corrections to Single Top Quark Production at the Fermilab Tevatron in the Two-Higgs-Doublet Models|::|Chong Sheng Li;Robert J. Oakes;Jin Min Yang|::|1996-08-28T04:04:26+00:00|::|http://arxiv.org/abs/hep-ph/9608460v1
601|::|9609246|::|Gluon Radiation in $t\bar t$ Production and Decay at the LHC|::|L. H. Orr;T. Stelzer;W. J. Stirling|::|1996-09-04T16:18:55+00:00|::|http://arxiv.org/abs/hep-ph/9609246v2
602|::|9609279|::|Phenomenology of Two Higgs Doublet Models with Flavor Changing Neutral Currents|::|David Atwood;Laura Reina;Amarjit Soni|::|1996-09-06T18:40:53+00:00|::|http://arxiv.org/abs/hep-ph/9609279v1
603|::|9609311|::|Constraints on Anomalous Top Quark Couplings at the LHC|::|Thomas G. Rizzo|::|1996-09-10T19:07:40+00:00|::|http://arxiv.org/abs/hep-ph/9609311v1
604|::|9610368|::|Probing Non-standard Top Couplings Using spin-correlation|::|Kingman Cheung|::|1996-10-15T17:06:49+00:00|::|http://arxiv.org/abs/hep-ph/9610368v1
605|::|9610424|::|Higgs and Top Production in the Reaction $γe \to νb \bar{b} W$ at TeV Linear Collider Energies|::|E. Boos;A. Pukhov;M. Sachwitz;H. J. Schreiber|::|1996-10-20T20:09:03+00:00|::|http://arxiv.org/abs/hep-ph/9610424v1
606|::|9611247|::|Non-Universal Correction to $Z \to b {\overline b}$ and Single Top Quark Production at Tevatron|::|A. Datta;X. Zhang|::|1996-11-06T02:49:08+00:00|::|http://arxiv.org/abs/hep-ph/9611247v1
607|::|9611302|::|Supersymmetric QCD correction to top-quark production at the Tevatron|::|Zack Sullivan|::|1996-11-11T21:07:07+00:00|::|http://arxiv.org/abs/hep-ph/9611302v2
608|::|9611363|::|Precise calculation of MW, sin^2 theta_MSbar, and sin^2 theta_eff|::|G. Degrassi;P. Gambino;A. Sirlin|::|1996-11-19T12:45:33+00:00|::|http://arxiv.org/abs/hep-ph/9611363v1
609|::|9611367|::|Improved Spin Basis for Angular Correlation Studies in Single Top Quark Production at the Tevatron|::|Gregory Mahlon;Stephen Parke|::|1996-11-19T20:28:48+00:00|::|http://arxiv.org/abs/hep-ph/9611367v3
610|::|9611397|::|Higgs Production at the LHC: an Update on Cross Sections and Branching Ratios|::|Z. Kunszt;S. Moretti;W. J. Stirling|::|1996-11-22T17:09:11+00:00|::|http://arxiv.org/abs/hep-ph/9611397v2
611|::|9611455|::|Supersymmetric Electroweak Corrections to Single Top Quark Production at the Fermilab Tevatron|::|Chong Sheng Li;Robert J. Oakes;Jin Min Yang|::|1996-11-27T22:04:53+00:00|::|http://arxiv.org/abs/hep-ph/9611455v1
612|::|9612211|::|The Rare Top Decays $t \to b W^+ Z$ and $t \to c W^+ W^-$|::|Elizabeth Jenkins|::|1996-11-30T00:03:08+00:00|::|http://arxiv.org/abs/hep-ph/9612211v2
613|::|9612329|::|Top-quark pole mass|::|Martin C. Smith;Scott S. Willenbrock|::|1996-12-11T18:40:24+00:00|::|http://arxiv.org/abs/hep-ph/9612329v1
614|::|9612402|::|New Gauge Interactions and Single Top Quark Production|::|E. H. Simmons|::|1996-12-18T21:27:54+00:00|::|http://arxiv.org/abs/hep-ph/9612402v3
615|::|9612424|::|Single top quarks at the Fermilab Tevatron|::|A. P. Heinson;A. S. Belyaev;E. E. Boos|::|1996-12-19T23:14:10+00:00|::|http://arxiv.org/abs/hep-ph/9612424v1
616|::|9701350|::|Supersymmetric Electroweak Parity Nonconservation in Top Quark Pair Production at the Fermilab Tevatron|::|Chong Sheng Li;Robert J. Oakes;Jin Min Yang;C. -P. Yuan|::|1997-01-22T18:20:37+00:00|::|http://arxiv.org/abs/hep-ph/9701350v2
617|::|9702287|::|Heavy-Quark Production|::|S. Frixione;M. L. Mangano;P. Nason;G. Ridolfi|::|1997-02-07T11:47:11+00:00|::|http://arxiv.org/abs/hep-ph/9702287v2
618|::|9702350|::|New Supersymmetric Contributions to $t->cV$|::|Jorge L. Lopez;D. V. Nanopoulos;Raghavan Rangarajan|::|1997-02-16T22:27:24+00:00|::|http://arxiv.org/abs/hep-ph/9702350v2
619|::|9703221|::|Probing the Flavor-Changing tc vertex via Tree-Level Processes: e+e- -> t bar-c nu_e bar-nu_e, t bar-c e+ e- and t -> c W+ W-|::|S. Bar-Shalom;G. Eilam;A. Soni;J. Wudka|::|1997-03-04T00:51:04+00:00|::|http://arxiv.org/abs/hep-ph/9703221v1
620|::|9703450|::|Direct Top Quark Production at Hadron Colliders as a Probe of New Physics|::|M. Hosch;K. Whisnant;B. -L. Young|::|1997-03-28T20:18:35+00:00|::|http://arxiv.org/abs/hep-ph/9703450v1
621|::|9703463|::|Dimension-six CP-violating operators of the third-family quarks and their effects at colliders|::|Jin Min Yang;Bing-Lin Young|::|1997-03-31T19:31:03+00:00|::|http://arxiv.org/abs/hep-ph/9703463v2
622|::|9704244|::|Flavour changing top decays in supersymmetric extensions of the standard model|::|G. M. de Divitiis;R. Petronzio;L. Silvestrini|::|1997-04-05T13:09:23+00:00|::|http://arxiv.org/abs/hep-ph/9704244v1
623|::|9704257|::|R-parity-violating SUSY effects and signals in single top production at the Tevatron|::|A. Datta;Jin Min Yang;Bing-Lin Young;X. Zhang|::|1997-04-07T23:16:31+00:00|::|http://arxiv.org/abs/hep-ph/9704257v3
624|::|9704259|::|Probing Anomalous Wtb Coupling via Single Top Production at TeV Energy $γ$ e Colliders|::|E. Boos;A. Pukhov;M. Sachwitz;H. J. Schreiber|::|1997-04-08T12:07:46+00:00|::|http://arxiv.org/abs/hep-ph/9704259v1
625|::|9704305|::|Supersymmetric QCD flavor changing top quark decay|::|G. Couture;M. Frank;H. König|::|1997-04-12T02:32:17+00:00|::|http://arxiv.org/abs/hep-ph/9704305v1
626|::|9705341|::|Flavor-changing Top Quark Decays In R-Parity Violating SUSY|::|Jin Min Yang;Bing-Lin Young;X. Zhang|::|1997-05-17T06:07:47+00:00|::|http://arxiv.org/abs/hep-ph/9705341v3
627|::|9705388|::|Single-top production in the $tW^\pm$ channel and Higgs signals via $H\to W^+W^-$ at the Large Hadron Collider|::|S. Moretti|::|1997-05-22T09:26:36+00:00|::|http://arxiv.org/abs/hep-ph/9705388v2
628|::|9705398|::|Single-Top-Quark Production via W-Gluon Fusion at Next-to-Leading Order|::|T. Stelzer;Z. Sullivan;S. Willenbrock|::|1997-05-22T22:10:53+00:00|::|http://arxiv.org/abs/hep-ph/9705398v2
629|::|9706206|::|Threshold Resummation of the Total Cross Section for Heavy Quark Production in Hadronic Collisions|::|Edmond L. Berger;Harry Contopanagos|::|1997-06-01T21:25:22+00:00|::|http://arxiv.org/abs/hep-ph/9706206v1
630|::|9706218|::|Top Pair Production at Hadron Colliders in non-minimal Standard Models|::|W. Hollik;W. M. Moesle;D. Wackeroth|::|1997-06-02T18:51:18+00:00|::|http://arxiv.org/abs/hep-ph/9706218v1
631|::|9706379|::|T-odd Gluon-Top-Quark Effective Couplings at the CERN Large Hadron Collider|::|S. Y. Choi;C. S. Kim;Jake Lee|::|1997-06-17T05:05:45+00:00|::|http://arxiv.org/abs/hep-ph/9706379v1
632|::|9706412|::|Supersymmetric QCD Corrections to Single Top Quark Production at the Fermilab Tevatron|::|Chong Sheng Li;Robert J. Oakes;Jin Min Yang;Hong-Yi Zhou|::|1997-06-19T04:21:58+00:00|::|http://arxiv.org/abs/hep-ph/9706412v2
633|::|9706489|::|CP Violation, Top Quarks and the Tevatron Upgrade|::|B. Grzadkowski;B. Lampe;K. J. Abraham|::|1997-06-24T17:31:55+00:00|::|http://arxiv.org/abs/hep-ph/9706489v1
634|::|9706545|::|A general approach to jet cross sections in QCD|::|S. Frixione|::|1997-06-30T12:19:06+00:00|::|http://arxiv.org/abs/hep-ph/9706545v1
635|::|9707223|::|NLO Production and Decay of Quarkonium|::|A. Petrelli;M. Cacciari;M. Greco;F. Maltoni;M. L. Mangano|::|1997-07-02T16:20:47+00:00|::|http://arxiv.org/abs/hep-ph/9707223v2
636|::|9707229|::|$t \to cWW$ and $WW \to \bar{t}c + t\bar{c}$ in Extended Models|::|David Atwood;Marc Sher|::|1997-07-03T01:16:15+00:00|::|http://arxiv.org/abs/hep-ph/9707229v1
637|::|9707477|::|Single top quark production as a probe of R-parity-violating SUSY at pp and p\bar p colliders|::|R. J. Oakes;K. Whisnant;J. M. Yang;B. -L. Young;X. Zhang|::|1997-07-25T21:53:29+00:00|::|http://arxiv.org/abs/hep-ph/9707477v1
638|::|9708311|::|The Role of M(W) in Precision Studies of the Standard Model|::|G. Degrassi;P. Gambino;M. Passera;A. Sirlin|::|1997-08-12T23:23:08+00:00|::|http://arxiv.org/abs/hep-ph/9708311v3
639|::|9708349|::|Quarkonium Photoproduction at Next-to-leading Order|::|F. Maltoni;M. L. Mangano;A. Petrelli|::|1997-08-14T15:18:18+00:00|::|http://arxiv.org/abs/hep-ph/9708349v1
640|::|9708357|::|CP Violation In Single Top Production And Decay Via p p-bar -> t b-bar +X -> W^+ b b-bar +X Within The MSSM: A Possible Application For Measuring \arg(A_t) At Hadron Colliders|::|S. Bar-Shalom;D. Atwood;A. Soni|::|1997-08-15T07:00:02+00:00|::|http://arxiv.org/abs/hep-ph/9708357v1
641|::|9708358|::|Implications of a W^+W^- (ZZ) - Higgs - t c-bar$ Interaction for e^+e^- -> t c-bar ν_e ν_e-bar, t c-bar e^+ e^-, t c-bar Z and for t -> cW^+W^-, cZZ in a Two Higgs Doublet Model|::|S. Bar-Shalom;G. Eilam;A. Soni;J. Wudka|::|1997-08-15T08:07:30+00:00|::|http://arxiv.org/abs/hep-ph/9708358v1
642|::|9709275|::|Supersymmetric QCD Parity Nonconservation in Top Quark Pairs at the Tevatron|::|Chong Sheng Li;C. --P. Yuan;Hong-Yi Zhou|::|1997-09-08T16:03:19+00:00|::|http://arxiv.org/abs/hep-ph/9709275v2
643|::|9709284|::|Signatures of Higgs Bosons in the Top Quark Decay Channel at Hadron Colliders|::|W. Bernreuther;M. Flesch;P. Haberl|::|1997-09-08T16:25:00+00:00|::|http://arxiv.org/abs/hep-ph/9709284v1
644|::|9709493|::|New Interactions in Top Quark Production and Decay at the Tevatron Upgrade|::|Bodo Lampe|::|1997-09-29T14:39:55+00:00|::|http://arxiv.org/abs/hep-ph/9709493v1
645|::|9710372|::|The Phenomenology of Single Top Quark Production at the Fermilab Tevatron|::|Tim Tait;C. --P. Yuan|::|1997-10-16T03:52:02+00:00|::|http://arxiv.org/abs/hep-ph/9710372v1
0|::|9907233|::|The Radiative Decay of Vector Mesons|::|T. -L. Zhuang;X. -J. Wang;M. -L. Yan|::|1999-07-05T14:17:06+00:00|::|http://arxiv.org/abs/hep-ph/9907233v3
1|::|9301253|::|Scalar Mesons in $φ$ Radiative Decay: their implications for spectroscopy and for studies of CP-violation at $φ$ factories|::|F. E. Close;Nathan Isgur;S. Kumano|::|1993-01-21T11:20:00+00:00|::|http://arxiv.org/abs/hep-ph/9301253v1
2|::|9504304|::|U(2)_{L}\times U(2)_{R} Chiral Theory of Mesons|::|Bing An Li|::|1995-04-14T14:20:48+00:00|::|http://arxiv.org/abs/hep-ph/9504304v1
3|::|9505235|::|U(3)_{L}\times U(3)_{R} Chiral Theory of Mesons|::|Bing An Li|::|1995-05-05T01:24:41+00:00|::|http://arxiv.org/abs/hep-ph/9505235v1
4|::|9506257|::|The decay $ρ^0 \to π^+ π^- γ$ and the chiral invariant interactions of vector mesons|::|K. Huber;H. Neufeld|::|1995-06-07T15:02:44+00:00|::|http://arxiv.org/abs/hep-ph/9506257v1
5|::|9606402|::|Theory of tau mesonic decays|::|Bing An Li|::|1996-06-21T13:24:09+00:00|::|http://arxiv.org/abs/hep-ph/9606402v3
6|::|9607354|::|Tau mesonic decays and strong anomaly of PCAC|::|Bing An Li|::|1996-07-17T15:36:33+00:00|::|http://arxiv.org/abs/hep-ph/9607354v1
7|::|9611297|::|Electromagnetic mass splittings of $π, a_1, K, K_1(1400)$ and $K^*(892)$|::|Dao-Neng Gao;Bing An Li;Mu-Lin Yan|::|1996-11-11T09:16:56+00:00|::|http://arxiv.org/abs/hep-ph/9611297v2
8|::|9702314|::|Chiral Symmetry Amplitudes in the S-Wave Isoscalar and Isovector Channels and the σ, f_0(980), a_0(980) Scalar Mesons|::|J. A. Oller;E. Oset|::|1997-02-12T16:42:04+00:00|::|http://arxiv.org/abs/hep-ph/9702314v2
9|::|9704296|::|Chiral Perturbation Theory and U(3)_L\times U(3)_R Chiral Theory of Mesons|::|Xiao-Jun Wang;Mu-Lin Yan|::|1997-04-11T13:33:18+00:00|::|http://arxiv.org/abs/hep-ph/9704296v2
10|::|9803214|::|The phi --> gamma K0 bar(K0) Decay|::|J. A. Oller|::|1998-03-02T12:34:43+00:00|::|http://arxiv.org/abs/hep-ph/9803214v1
11|::|9903217|::|Radiative decay of rho^0 and phi mesons in a chiral unitary approach|::|E. Marco;S. Hirenzaki;E. Oset;H. Toki|::|1999-03-01T17:01:59+00:00|::|http://arxiv.org/abs/hep-ph/9903217v2
12|::|9311274|::|On the Foundations of Chiral Perturbation Theory|::|H. Leutwyler|::|1993-11-11T15:42:24+00:00|::|http://arxiv.org/abs/hep-ph/9311274v1
13|::|9502335|::|Chiral Lagrangians and Nambu-Jona-Lasinio like models|::|Johan Bijnens|::|1995-02-17T09:23:21+00:00|::|http://arxiv.org/abs/hep-ph/9502335v1
14|::|9611296|::|Electromagnetic Masses of the Massive Yang-Mills Particles K^*(892)|::|Mu-Lin Yan;Dao-Neng Gao|::|1996-11-11T09:17:39+00:00|::|http://arxiv.org/abs/hep-ph/9611296v1
15|::|9612258|::|Dashen's theorem and electromagnetic masses of the mesons|::|Dao-Neng Gao;Mu-Lin Yan;Bing-An Li|::|1996-12-05T10:41:59+00:00|::|http://arxiv.org/abs/hep-ph/9612258v2
16|::|9301203|::|Measuring the Wess-Zumino Anomaly in Tau Decays|::|R. Decker;E. Mirkes|::|1993-01-04T15:05:00+00:00|::|http://arxiv.org/abs/hep-ph/9301203v2
17|::|9301206|::|Implications of $τ$ Decays into Strange Scalar and Axial Vector Mesons|::|Harry J. Lipkin|::|1993-01-05T14:25:00+00:00|::|http://arxiv.org/abs/hep-ph/9301206v1
18|::|9502274|::|Properties of the a1 Meson from Lattice QCD|::|Matthew Wingate;Thomas DeGrand;Sara Collins;Urs M. Heller|::|1995-02-10T21:47:28+00:00|::|http://arxiv.org/abs/hep-ph/9502274v2
19|::|9503474|::|Tau Decays into Kaons|::|Markus Finkemeier;Erwin Mirkes|::|1995-03-30T15:40:35+00:00|::|http://arxiv.org/abs/hep-ph/9503474v2
20|::|9302247|::|Recent Developments in Chiral Perturbation Theory|::|Ulf-G. Meißner|::|1993-02-11T10:18:01+00:00|::|http://arxiv.org/abs/hep-ph/9302247v1
21|::|9501357|::|Chiral perturbation theory|::|Gerhard Ecker|::|1995-01-23T10:32:54+00:00|::|http://arxiv.org/abs/hep-ph/9501357v1
22|::|9501384|::|Chiral Dynamics in Nucleons and Nuclei|::|V. Bernard;N. Kaiser;Ulf-G. Meißner|::|1995-01-26T12:54:43+00:00|::|http://arxiv.org/abs/hep-ph/9501384v1
23|::|9502366|::|Chiral Perturbation Theory|::|A. Pich|::|1995-02-22T14:19:34+00:00|::|http://arxiv.org/abs/hep-ph/9502366v1
24|::|9504372|::|UNDERSTANDING THE SCALAR MESON $q\bar q$ NONET|::|Nils A. Törnqvist|::|1995-04-24T10:34:40+00:00|::|http://arxiv.org/abs/hep-ph/9504372v1
25|::|9511210|::|Resurrection of the Sigma Meson|::|Nils A. Tornqvist;Matts Roos|::|1995-11-02T07:11:52+00:00|::|http://arxiv.org/abs/hep-ph/9511210v1
26|::|9610453|::|Nonet Classification of Scalar/Isoscalar Resonances in the Mass Region below 1900 MeV: Observation of the Lightest Scalar Glueball|::|A. V. Anisovich;V. V. Anisovich;Yu. D. Prokoshkin;A. V. Sarantsev|::|1996-10-23T07:55:00+00:00|::|http://arxiv.org/abs/hep-ph/9610453v1
27|::|9706487|::|Theoretical Study of the γγ-->meson-meson Reaction|::|J. A. Oller;E. Oset|::|1997-06-24T14:41:37+00:00|::|http://arxiv.org/abs/hep-ph/9706487v2
28|::|9211239|::|Effective Hadron Dynamics: From Meson Masses to the Proton Spin Puzzle|::|J. Schechter;A. Subbaraman;H. Weigel|::|1992-11-11T20:28:00+00:00|::|http://arxiv.org/abs/hep-ph/9211239v1
29|::|9302217|::|Violations of Dashen's Theorem|::|J. Bijnens|::|1993-02-04T12:07:47+00:00|::|http://arxiv.org/abs/hep-ph/9302217v2
30|::|9405341|::|Virtual Photons in Chiral Perturbation Theory|::|R. Urech|::|1994-05-20T11:08:05+00:00|::|http://arxiv.org/abs/hep-ph/9405341v2
31|::|9409335|::|The Strange Quark Mass from QCD Sum Rules|::|Matthias Jamin;Manfred M"unz|::|1994-09-15T21:46:05+00:00|::|http://arxiv.org/abs/hep-ph/9409335v2
32|::|9409371|::|Mass singularities in light quark correlators: the strange quark case|::|K. G. Chetyrkin;C. A. Dominguez;D. Pirjol;K. Schilcher|::|1994-09-21T14:08:57+00:00|::|http://arxiv.org/abs/hep-ph/9409371v1
33|::|9411285|::|Light Quark Masses from QCD|::|Johan Bijnens;Joaquim Prades;Eduardo de Rafael|::|1994-11-14T10:17:58+00:00|::|http://arxiv.org/abs/hep-ph/9411285v1
34|::|9508393|::|On the Corrections to Dashen's Theorem|::|Robert Baur;Res Urech|::|1995-08-29T16:19:45+00:00|::|http://arxiv.org/abs/hep-ph/9508393v2
35|::|9602366|::|The ratios of the light quark masses|::|H. Leutwyler|::|1996-02-22T09:45:16+00:00|::|http://arxiv.org/abs/hep-ph/9602366v1
36|::|9606210|::|Effective Chiral theory of Mesons|::|Bing An Li|::|1996-06-03T19:17:01+00:00|::|http://arxiv.org/abs/hep-ph/9606210v1
37|::|9610360|::|Electromagnetic Corrections for Pions and Kaons : Masses and Polarizabilities|::|Johan Bijnens;Joaquim Prades|::|1996-10-15T09:11:40+00:00|::|http://arxiv.org/abs/hep-ph/9610360v2
38|::|9605245|::|Production of scalar $K\bar K$ molecules in $φ$ radiative decays|::|N. N. Achasov;V. V. Gubin;V. I. Shevchenko|::|1996-05-07T18:18:33+00:00|::|http://arxiv.org/abs/hep-ph/9605245v1
39|::|9610282|::|The interference in the reaction $e^+e^-\toγπ^+π^-$ and the search for the decay $φ\toγf_0\toγπ^+π^-$|::|N. N. Achasov;V. V. Gubin;E. P. Solodov|::|1996-10-08T08:57:10+00:00|::|http://arxiv.org/abs/hep-ph/9610282v1
40|::|9803242|::|Non-perturbative Approach to effective chiral Lagrangians and Meson Interactions|::|J. A. Oller;E. Oset;J. R. Pelaez|::|1998-03-04T20:00:17+00:00|::|http://arxiv.org/abs/hep-ph/9803242v2
41|::|9804209|::|Meson-Meson interaction in a non-perturbative chiral approach|::|J. A. Oller;E. Oset;J. R. Pelaez|::|1998-04-02T03:38:49+00:00|::|http://arxiv.org/abs/hep-ph/9804209v1
42|::|9805334|::|KK bar scattering amplitude to one loop in chiral perturbation theory, its unitarization and pion form factors|::|Francisco Guerrero;Jose Antonio Oller|::|1998-05-15T09:08:33+00:00|::|http://arxiv.org/abs/hep-ph/9805334v1
43|::|112133|::|Status of the CKM matrix|::|M. Ciuchini|::|2001-12-10T12:10:38+00:00|::|http://arxiv.org/abs/hep-ph/0112133v1
44|::|2171|::|Determination of the CKM unitarity triangle parameters by end 1999|::|F. Caravaglios;F. Parodi;P. Roudeau;A. Stocchi|::|2000-02-16T11:12:14+00:00|::|http://arxiv.org/abs/hep-ph/0002171v4
45|::|12308|::|2000 CKM-Triangle Analysis A Critical Review with Updated Experimental Inputs and Theoretical Parameters|::|M. Ciuchini;G. D'Agostini;E. Franco;V. Lubicz;G. Martinelli;F. Parodi;P. Roudeau;A. Stocchi|::|2000-12-22T14:27:32+00:00|::|http://arxiv.org/abs/hep-ph/0012308v3
46|::|104062|::|A New Approach to a Global Fit of the CKM Matrix|::|A. Hocker;H. Lacker;S. Laplace;F. Le Diberder|::|2001-04-06T22:54:11+00:00|::|http://arxiv.org/abs/hep-ph/0104062v2
47|::|104110|::|QCD Factorization in B -> pi K, pi pi Decays and Extraction of Wolfenstein Parameters|::|M. Beneke;G. Buchalla;M. Neubert;C. T. Sachrajda|::|2001-04-11T16:21:37+00:00|::|http://arxiv.org/abs/hep-ph/0104110v1
48|::|112008|::|B Phenomenology|::|Sheldon Stone|::|2001-12-01T20:16:52+00:00|::|http://arxiv.org/abs/hep-ph/0112008v1
49|::|9403384|::|Waiting for the Top Quark Mass, K^+ --> π^+ ν\barν, B_s^0-\bar{B}_s^0 Mixing and CP Asymmetries in B-Decays|::|A. J. Buras;M. E. Lautenbacher;G. Ostermaier|::|1994-03-29T09:04:38+00:00|::|http://arxiv.org/abs/hep-ph/9403384v1
50|::|9501265|::|An Upgraded Analysis of $ε\prime/ε$ at the Next-to-Leading Order|::|M. Ciuchini;E. Franco;G. Martinelli;L. Reina;L. Silvestrini|::|1995-01-11T09:20:29+00:00|::|http://arxiv.org/abs/hep-ph/9501265v1
51|::|9512380|::|Weak Decays Beyond Leading Logarithms|::|Gerhard Buchalla;Andrzej J. Buras;Markus E. Lautenbacher|::|1995-12-15T13:32:51+00:00|::|http://arxiv.org/abs/hep-ph/9512380v1
52|::|9607469|::|Bayesian estimate of the effect of B^0B^0bar mixing measurements on the CKM matrix elements|::|David Jaffe;Saul Youssef|::|1996-07-30T14:14:24+00:00|::|http://arxiv.org/abs/hep-ph/9607469v1
53|::|9711261|::|Measurements of the $ρ$ and $η$ parameters of the $V_{CKM}$ matrix and perspectives|::|P. Paganini;F. Parodi;P. Roudeau;A. Stocchi|::|1997-11-07T13:43:40+00:00|::|http://arxiv.org/abs/hep-ph/9711261v1
54|::|9712252|::|Alternative Theories of CP violation|::|Riccardo Barbieri;Lawrence Hall;Achille Stocchi;Neal Weiner|::|1997-12-03T20:02:37+00:00|::|http://arxiv.org/abs/hep-ph/9712252v1
55|::|9910236|::|Combined analysis of the unitarity triangle and CP violation in the Standard Model|::|M. Ciuchini;E. Franco;L. Giusti;V. Lubicz;G. Martinelli|::|1999-10-05T10:50:07+00:00|::|http://arxiv.org/abs/hep-ph/9910236v1
56|::|9810333|::|Indirect Measurement of the Vertex and Angles of the Unitarity Triangle|::|Salvatore Mele|::|1998-10-13T04:59:49+00:00|::|http://arxiv.org/abs/hep-ph/9810333v1
57|::|9901418|::|A real CKM matrix?|::|P. Checchia;E. Piotto;F. Simonetto|::|1999-01-26T15:28:21+00:00|::|http://arxiv.org/abs/hep-ph/9901418v1
58|::|9908432|::||Vcb| and |Vub| from B Decays: Recent Progress and Limitations|::|Zoltan Ligeti|::|1999-08-22T19:58:48+00:00|::|http://arxiv.org/abs/hep-ph/9908432v1
59|::|9911280|::|Overall determination of the CKM matrix|::|S. Plaszczynski;M. H Schune|::|1999-11-09T11:07:51+00:00|::|http://arxiv.org/abs/hep-ph/9911280v1
60|::|9210215|::|QCD non-leading corrections to weak decays in the dimensional scheme|::|G. Curci;G. Ricciardi|::|1992-10-06T18:18:23+00:00|::|http://arxiv.org/abs/hep-ph/9210215v1
61|::|9211304|::|The Two-Loop Anomalous Dimension Matrix for $ΔS=1$ Weak Non-Leptonic Decays I: ${\cal O}(α_s^2)$|::|Andrzej J. Buras;Matthias Jamin;Markus E. Lautenbacher;Peter H. Weisz|::|1992-11-25T14:03:51+00:00|::|http://arxiv.org/abs/hep-ph/9211304v1
